size in Bytes
ID;Name;Size;CRC32;MD5;Serial;#Trusted;Status
"0894";"Jikkyou G1 Stable (Japan) (Rev 1)";"16777216";"6FC0A31B";"482BDD39AD2574B943DB780B12A9BDFB";"NGSJ NUS-NGSJ-JPN";1;"Trusted"
"0895";"Jikkyou J.League 1999 - Perfect Striker 2 (Japan) (Rev 1)";"16777216";"F96C2BE1";"D9F8B84FD6FD21F0B1D750062AC86EFC";"NPSJ NUS-NPSJ-JPN";1;"Trusted"
"0896";"Jikkyou Powerful Pro Yakyuu 5 (Japan) (Rev 1)";"16777216";"7994C2FE";"6EF19BF8D8D6196390745F1B858AC16A";"NJ5J NUS-NJ5J-JPN";1;"Trusted"
"0897";"Jikkyou Powerful Pro Yakyuu 6 (Japan) (Rev 1)";"16777216";"7AB7EBF4";"23EE24FABA0EDFB04B5B0407E174496B";"NP6J NUS-NP6J-JPN";1;"Trusted"
"0898";"Jikkyou Powerful Pro Yakyuu 6 (Japan) (Rev 2)";"16777216";"FCC10356";"03BD8E5CA2B1B7D74398DB4739979282";"NP6J NUS-NP6J-JPN";1;"Trusted"
"0899";"Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan) (Rev 1)";"16777216";"BC7EF5C1";"F13D0803885B73B4A6B35EDDD40B9253";"NPEJ NUS-NPEJ-JPN";1;"Trusted"
"0900";"Mario Golf 64 (Japan) (Rev 1)";"33554432";"AD1758AC";"570B4F55A3005B709E6ED5D625981B90";"NUS-NMTJ-JPN, NUS-NMFJ-JPN ";3;"Verified"
"0901";"WinBack (Japan) (Rev 1)";"16777216";"927383BB";"9789A48E1D9E42C2F69C59964371089F";"NWDJ NUS-NWDJ-JPN";1;"Trusted"
"0902";"Resident Evil 2 (USA)";"67108864";"832EA1DA";"DD21150CBC21C05420304599EC57411C";"NREE NUS-NREE-USA";1;"Trusted"
"0903";"Star Wars - Rogue Squadron (USA) (Rev 1)";"16777216";"65A8FBA0";"2E458D7CC355D7918493B0E0362C9A20";"NRSE NUS-NRSE-USA-1";1;"Trusted"
"0904";"Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev 1)";"41943040";"410F6510";"EBB4B4D2808DF427AAA3085A41B8A954";"NOBE NUS-N0BE-USA";1;"Trusted"
"0905";"StarCraft 64 (Germany) (Proto)";"33554432";"2B1C9FE4";"356A5D3D59E0ADEF6EFAE6096FC20F77";"NSQD ";0;"Not verified"
"0906";"Shadow Man (Brazil)";"33554432";"61E6642C";"FE2605193736A128AD65DB1C9835A130";"NSDB ";1;"Trusted"
"0907";"Sydney 2000 (Europe) (Proto)";"33554432";"DB7B31B9";"FC32007BA03FF2510020E979C7BDAD4F";" ";0;"Not verified"
"0908";"Sydney 2000 (USA) (Proto)";"33554432";"5B6673AA";"2EEA8D20BEF26F88A5E82FDD39F87E75";" ";0;"Not verified"
"0909";"Taz Express (USA) (Proto) (2000-05-15)";"33554432";"DDE7CFBD";"7A94F94485BD28F0D6D67257050B26D4";"NTXE ";0;"Not verified"
"0910";"California Speed (Europe) (Proto)";"16777216";"D913B95F";"29B79BF5812E5F9E5ECEF073D59F8915";"NCLP ";0;"Not verified"
"0911";"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Debug Version)";"67108864";"687D8395";"71FBAE5D2B27926EA54E92CE2FC91622";"NZSP ";0;"Not verified"
"0912";"Dragon Sword 64 (Europe) (Proto)";"9448848";"DCEA9210";"770D0D2BB08235613569667A284BCA2C";"MGVP ";1;"Trusted"
"0913";"South Park (Brazil)";"16777216";"235CAEC6";"D313AF5F8AF4D19F732A1A2C4D4D66BB";"NDTB ";1;"Trusted"
"0914";"F1 Racing Championship (Brazil) (En,Fr)";"16777216";"C05B9184";"44D5F87127053A21DB120BD108B7AC0C";"NFRE ";1;"Trusted"
"0915";"Turok - Dinosaur Hunter (Germany) (Rev 1)";"8388608";"2765DD8F";"388440013641887D85B791CF01729FA8";"NTUD NUS-NTUD-NOE";1;"Trusted"
"0916";"Turok - Dinosaur Hunter (Germany) (Rev 2)";"8388608";"72CA307A";"F0F687B449A9F4B0BFF08104C35EA08C";"NTUD NUS-NTUD-NOE";2;"Verified"
"0917";"Glover 2 (USA) (Proto 2)";"33554432";"400AECC7";"A8567DDABD3672FFF18BC5DF933CF8C7";"NGVE ";1;"Trusted"
"0918";"Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1)";"12582912";"D1906DE4";"A4A2B825797E2059B5DF60D733461F34";"NTHD NUS-NTHD-NOE";1;"Trusted"
"0919";"Turok - Rage Wars (USA) (Rev 1)";"8388608";"E28756F4";"9B2FFE72080B03A5F92EB87EA849CAC4";"NRWE ";1;"Trusted"
"0920";"Scooby-Doo! - Classic Creep Capers (USA) (Rev 1)";"16777216";"CDF86F5E";"01CD9938DAE5DCDD4B264AE7F26C6D4D";"NSYE ";1;"Trusted"
"0921";"Wildwaters (USA) (Proto)";"16777216";"40443C67";"B867880C96C9E8D3130DDE5526C95439";" ";1;"Trusted"
"0922";"Tamiya Racing 64 (USA) (Proto)";"16777216";"1B4C53FA";"CECAB8DF02C02F38C9CF1BDD57B1DA00";" ";1;"Trusted"
"0923";"Mini Racers (USA) (Ja) (Proto)";"16777216";"F59F881B";"9C6CF9D3CB5852439DE4EF4A399253B9";" ";1;"Trusted"
"0924";"Aidyn Chronicles - The First Mage (USA) (Rev 1)";"33554432";"D5051096";"E8CDDF0C52B72453D52DA385322DFE15";"NAYE NUS-NAYE-USA";1;"Trusted"
"0925";"Glover (USA) (Beta) (1998-07-16)";"67108864";"7A866221";"43C3375BBD6496B6C51D08EC193BC8ED";" ";1;"Trusted"
"0926";"Legend of Zelda, The - Ocarina of Time (USA) (Collector's Edition)";"33554432";"346DE3AE";"CD09029EDCFB7C097AC01986A0F83D3F";"CZLE ";1;"Trusted"
"0927";"Legend of Zelda, The - Ocarina of Time - Master Quest (USA) (GameCube)";"33554432";"C744C4DB";"DA35577FE54579F6A266931CC75F512D";"CZLE ";0;"Not verified"
"0928";"Legend of Zelda, The - Majora's Mask (USA) (Collector's Edition)";"33554432";"B008458F";"AC0751DBC23AB2EC0C3144203ACA0003";"NZSE ";1;"Trusted"
"0929";"Legend of Zelda, The - Ocarina of Time (Europe) (Collector's Edition)";"33554432";"3FBD519F";"2C27B4E000E85FD78DBCA551F1B1C965";"NZLP ";1;"Trusted"
"0930";"Zelda no Densetsu - Toki no Ocarina GC (Japan) (GameCube)";"33554432";"1C6CE8CB";"33FB7852C180B18EA0B9620B630F413F";"CZLJ ";0;"Not verified"
"0931";"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (GameCube)";"33554432";"832D6449";"1618403427E4344A57833043DB5CE3C3";"NZLP ";0;"Not verified"
"0932";"Zelda no Densetsu - Toki no Ocarina GC Ura (Japan) (GameCube)";"33554432";"122FF261";"69895C5C78442260F6EAFB2506DC482A";"CZLJ ";0;"Not verified"
"0933";"Legend of Zelda, The - Majora's Mask (Europe) (Collector's Edition)";"33554432";"12836E19";"DBE9AF0DB46256E42B5C67902B696549";"NZSP ";1;"Trusted"
"0934";"Zelda no Densetsu - Mujura no Kamen (Japan) (Collector's Edition)";"33554432";"B9BF76DF";"D3929AADF7640F8C5B4CE8321AD4393A";"NZSJ ";1;"Trusted"
"0935";"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-05-31)";"33554432";"66E63BBC";"03D17AA3DC7663502017D3CC5A19AA8B";" ";1;"Trusted"
"0936";"San Francisco Rush - Extreme Racing (USA) (En,Fr,De) (Rev 1)";"8388608";"886C5753";"5B127E6B090A0B3F68A114D4D89323D4";"NSFE NUS-NSFE-USA";1;"Trusted"
"0937";"Pokemon Stadium (USA) (Rev 2)";"33554432";"235B1842";"6DC6820CEF755FC1253D06DF45C9BD2A";"NPOE ";2;"Verified"
"0938";"NFL Blitz 2000 (USA) (Rev 1)";"16777216";"B591CFEA";"DD96BB80E652CD1CF23CA4B8294BA7B5";"NBIE ";2;"Verified"
"0939";"Excitebike 64 (USA) (Rev 1)";"16777216";"143926CE";"21954E4E404D9E87DBDB87DD309F3E94";"NMXE ";1;"Trusted"
"0940";"Glover 2 (USA) (Proto 1)";"33554432";"D0809AFB";"4E15D92CCA23E1A01BB65246431B5C5A";"NGVE ";1;"Trusted"
"0941";"Superman (USA) (Beta) (1998-09-06)";"12582912";"719171F1";"1170033980ADC1981505CF958F35F1EB";" ";1;"Trusted"
"0942";"Chameleon Twist (USA) (Rev 1)";"12582912";"7FF42FD0";"D8A88ACFCD89DF7A59D9A1B050FDA740";"NCTE ";1;"Trusted"
"0943";"Castlevania (USA) (Rev 1)";"12582912";"274D3493";"CE71D1CE0A2B6D597F72CB4FC08F5844";"ND3E ";1;"Trusted"
"0944";"Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1)";"12582912";"C81F3321";"CD61A7FDBD7297733B246204E8360D83";"NTHE NUS-NTHE-USA";1;"Trusted"
"0945";"Star Wars - Shadows of the Empire (USA) (Beta) (1996-10-15)";"12582912";"28368603";"4076973CFDA277FC876E9F066CC73DEB";"NSWE ";1;"Trusted"
"0946";"Indiana Jones and the Infernal Machine (Australia) (Proto)";"33554432";"337219BE";"63D7AB29BA3DFC5D5B12C1D9C5832355";"NIJP ";0;"Not verified"
"0947";"Duke Nukem 64 (Europe) (Beta)";"8388608";"4A82D036";"BB2472B3F8A41FBF3AEC3CCEF7EA8C78";"NMSE ";1;"Trusted"
"0948";"Conker's Bad Fur Day (USA) (Beta) (ECTS 2000) (2000-08-26)";"67108864";"E1CDA95A";"13ECBAEEF7111D5343D73A80E03E353A";"NFUE ";1;"Trusted"
"0949";"Mega Man 64 (USA) (Beta)";"67108864";"D3562B57";"CD0824E9405185AF434837BA1C8C0CD5";" ";1;"Trusted"
"0952";"007 - The World Is Not Enough (USA) (Beta)";"33554432";"F0B6BF59";"12BD3FAFB4E064B6B0C07B7EE156243B";"NO7E ";1;"Trusted"
"0953";"Dongwu Senlin (China) (iQue)";"16138240";"4703C2DD";"AF83E0CF36298E62E9EB2EB8C89AA710";" ";0;"Not verified"
"0954";"F-Zero X - Weilai Saiche (China) (iQue)";"16334848";"3D30385A";"4024477AAED7DD5FF5EA60BF568123B7";" ";0;"Not verified"
"0955";"Shen You Mario (China) (iQue)";"8060928";"08B48CA1";"29047FBA820695BD14C5BD7AA1AA4400";" ";0;"Not verified"
"0956";"Mario Kadingche (China) (v4) (iQue)";"12533760";"EA0813C7";"78771BEB349D481E69BAA9225B36D63A";" ";0;"Not verified"
"0957";"Mario Kadingche (China) (v5) (iQue)";"12533760";"47E69F28";"5EA0ED74CF1DDAAA964D728A129E7CF9";" ";0;"Not verified"
"0958";"Mario Yisheng (China) (iQue)";"3358720";"61848015";"DD291B9C65420FD892107F6C665B7A45";" ";0;"Not verified"
"0959";"Rentiantang Mingxing - Daluan Dou (China) (iQue)";"16793600";"D86E2EDF";"7B815846EC91E6C4A8B8BAA0CE4078F0";" ";0;"Not verified"
"0960";"Shuishang Motuo (China) (iQue)";"8159232";"30F45E87";"1F83663B2C84512FC3706A6CACC1A9F3";" ";0;"Not verified"
"0961";"Xingji Huohu (China) (v5) (iQue)";"11829248";"0D28C3ED";"B2242070800BF82E78CE33DC92A1DB84";" ";0;"Not verified"
"0962";"Yaoxi Gushi (China) (iQue)";"16023552";"9A579A29";"F7AA4F819F41CB4236792A8145684627";" ";0;"Not verified"
"0963";"Yueye Motuo (China) (iQue)";"16072704";"D7AD44FD";"F4B41863440137C6A3BA22942F3E0DA2";" ";0;"Not verified"
"0964";"Zelda Chuanshuo Shiguang Zhi Di (China) (iQue)";"29868032";"F45C5532";"0AB48B2D44A74B3BB2D384F6170C2742";" ";0;"Not verified"
"0965";"Zelda Chuanshuo Shiguang Zhi Di (China) (Chinese Traditional) (iQue)";"29868032";"E8E3575F";"A475E9F8615513666A265C464708AE8F";" ";0;"Not verified"
"0966";"Zhi Pian Mario (China) (iQue)";"41943040";"18C02AD5";"8F8F50AB00C4089AE32C6B9FEFD69543";" ";0;"Not verified"
"0967";"Zuhe Jiqiren (China) (iQue)";"16793600";"76742798";"33F2BC6847985F96DE8177147DCD3B85";" ";0;"Not verified"
"0968";"Zui Yu Fa Diqiu De Jicheng Zhe (China) (iQue)";"33636352";"E00DB418";"5BA3AA2953C47C8B2E615B21E60F2F17";" ";0;"Not verified"
"0969";"F-Zero X - Weilai Saiche (China) (v2) (iQue) (Manual)";"180224";"88331AD2";"8400C0875E16F599C1B7FC433E339D58";" ";0;"Not verified"
"0970";"F-Zero X - Weilai Saiche (China) (v4) (iQue) (Manual)";"294912";"8EBC6ED5";"9729FC397E8D178EA974869E07DF0502";" ";0;"Not verified"
"0971";"Shen You Mario (China) (v6) (iQue) (Manual)";"409600";"A5B65A64";"B4BD31B13E474DF29922150E1EF3F328";" ";0;"Not verified"
"0972";"Mario Kadingche (China) (v2) (iQue) (Manual)";"245760";"1AD7F15B";"C70AF6197E67B310F316C34CCED64C19";" ";0;"Not verified"
"0973";"Mario Kadingche (China) (v6) (iQue) (Manual)";"425984";"ABDBF9F4";"76176B237D4F60E59F98D247283D9365";" ";0;"Not verified"
"0974";"Mario Yisheng (China) (v2) (iQue) (Manual)";"294912";"B862A4FE";"FE49420725F9C1CF0F15BA5682D27709";" ";0;"Not verified"
"0975";"Mario Yisheng (China) (v4) (iQue) (Manual)";"393216";"84A5F66C";"B524D10A8A26764EB2198ACEC3F09948";" ";0;"Not verified"
"0976";"Rentiantang Mingxing - Daluan Dou (China) (iQue) (Manual)";"294912";"007F3759";"3ABC2D34AD3CE623F4ED8F126D30CC80";" ";0;"Not verified"
"0977";"Shuishang Motuo (China) (v2) (iQue) (Manual)";"311296";"B7547F54";"A66FEE7AF89D58B24A25C346A0E90172";" ";0;"Not verified"
"0978";"Shuishang Motuo (China) (v4) (iQue) (Manual)";"491520";"3EF9368E";"926B1495565435DA0AF29BB660532DA3";" ";0;"Not verified"
"0979";"Xingji Huohu (China) (v4) (iQue) (Manual)";"229376";"28CDA0EB";"3DCD5E15AA35A73C68DB4F56E2670FA2";" ";0;"Not verified"
"0980";"Yaoxi Gushi (China) (v2) (iQue) (Manual)";"196608";"4B5AE477";"DF8164DA753C9EF0B7C2611F584E81A9";" ";0;"Not verified"
"0981";"Yaoxi Gushi (China) (v4) (iQue) (Manual)";"245760";"5D76A1C1";"D6778D9D560DEC35D8C05AF4738E27AA";" ";0;"Not verified"
"0982";"Yaoxi Gushi (China) (v6) (iQue) (Manual)";"425984";"5CEF9B96";"85A90C61B65B56334E00950210C6CFC4";" ";0;"Not verified"
"0983";"Yueye Motuo (China) (iQue) (Manual)";"262144";"3863DFE0";"876F87C91A4B6339DAA8FC1F41EB7ACD";" ";0;"Not verified"
"0984";"Zelda Chuanshuo Shiguang Zhi Di (China) (v2) (iQue) (Manual)";"278528";"F8D9250D";"9729A68F40F197D4D040FA641FF099E7";" ";0;"Not verified"
"0985";"Zelda Chuanshuo Shiguang Zhi Di (China) (v4) (iQue) (Manual)";"425984";"07E6C6E6";"912628118E67FEA670ED2C63F7A7B003";" ";0;"Not verified"
"0986";"Zhi Pian Mario (China) (v2) (iQue) (Manual)";"376832";"977E9A2F";"C4D652425AA4F2FC1D12564DF01F8A04";" ";0;"Not verified"
"0987";"Zhi Pian Mario (China) (v4) (iQue) (Manual)";"376832";"B370284F";"D9597922207298A87FA46878C017E6DA";" ";0;"Not verified"
"0988";"Zui Yu Fa Diqiu De Jicheng Zhe (China) (iQue) (Manual)";"245760";"F336CC75";"9ABB0F6F79E01FC9A942D6027719C3E4";" ";0;"Not verified"
"0989";"iQue Club (China) (v3) (iQue)";"573440";"6A2C6DCB";"F9190DBAF547D6D3F5F3569ACCF26061";" ";0;"Not verified"
"0990";"Conker's Bad Fur Day (USA) (Beta) (2000-10-25)";"67108864";"4F73408C";"70E9EB9BF2F7BC76CA38CE450BA01C2E";"NFUE ";1;"Trusted"
"0991";"Cruis'n USA (USA) (Wii Virtual Console)";"8388608";"8FC564F9";"41CA21BD737E16BA81168982B74276F1";" ";1;"Trusted"
"0992";"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Wii Virtual Console)";"33554432";"A83ABF72";"609B47B79DA21F3DF9B31D06C95C09A1";" ";1;"Trusted"
"0993";"Star Fox 64 (Japan) (Wii Virtual Console)";"12582912";"6508D4AD";"91FC4C63CA613530DF22C8BB810CB2C3";" ";1;"Trusted"
"0994";"Paper Mario (Europe) (En,Fr,De,Es) (Wii Virtual Console)";"50331648";"9FC00CE3";"3B5C99F5E7DBA06BF8237E58F6D4196B";" ";1;"Trusted"
"0995";"Mario Party 2 (Europe) (En,Fr,De,Es,It) (Wii Virtual Console)";"33554432";"DCA66040";"4A834D275ABF14A6255AA11BE81E339D";" ";1;"Trusted"
"0996";"Mario Party 2 (Japan) (Wii Virtual Console)";"33554432";"FDC89220";"9E25FFE8FB0931F67B4E42C5F74ECBC0";" ";1;"Trusted"
"0997";"Mario Party 2 (USA) (Wii Virtual Console)";"33554432";"6F45853E";"54765A3B1DCC6EB3C29C1891958DA5E2";" ";1;"Trusted"
"0998";"Mario Tennis (Europe) (Wii Virtual Console)";"16777216";"E9BA8E6B";"D40FB0E87996AF902EFF9C194027FC3B";" ";1;"Trusted"
"0999";"Mario Tennis 64 (Japan) (Wii Virtual Console)";"16777216";"32C58AF3";"137A4E7DD0485EDCCB3BF598B1472D11";" ";1;"Trusted"
"1000";"Mario Tennis (USA) (Wii Virtual Console)";"16777216";"8E85B369";"4731025E850FAF8C0500DC04E1A3BFF2";" ";1;"Trusted"
"1001";"Ogre Battle 64 - Person of Lordly Caliber (USA, Europe) (Wii Virtual Console)";"41943040";"19337B04";"F04C8F511B678301B21C54A27CB08BB9";" ";2;"Verified"
"1005";"Pokemon Puzzle League (Europe) (Wii Virtual Console)";"33554432";"13F996B2";"FBF566693BCA3145D86DF34D18DCDD43";" ";1;"Trusted"
"1006";"Pokemon Puzzle League (France) (Wii Virtual Console)";"33554432";"8671137D";"866D401C51CC05A3188C9A2D4E7BFEE5";" ";1;"Trusted"
"1007";"Pokemon Puzzle League (Germany) (Wii Virtual Console)";"33554432";"00E73008";"45B507AAAF0CCDB6EFE3CD717F0DDB95";" ";1;"Trusted"
"1008";"Pokemon Puzzle League (USA) (Wii Virtual Console)";"33554432";"91623130";"D6F58B98115E78D841089074401AE524";" ";1;"Trusted"
"1009";"Dragon Sword 64 (USA) (Proto) (1999-08-25)";"11891184";"A568CA1B";"64011DD56FF84CF9EB46153E7AECCD26";" ";1;"Trusted"
"1010";"Top Gear Hyper-Bike (USA) (Beta)";"33554432";"00C0278A";"B60D26C2C2242BFF61F76469FC272D2A";" ";1;"Trusted"
"1011";"Die Hard 64 (USA) (Proto) (Level 1)";"33554432";"5E826037";"820929EBBE6FD332AC1720F94B745A8B";" ";1;"Trusted"
"1012";"Die Hard 64 (USA) (Proto) (Level 2)";"33554432";"D1D593CF";"3D1E03B097F2124F8F713013D8219291";" ";1;"Trusted"
"1013";"Die Hard 64 (USA) (Proto) (Level 3)";"33554432";"70943925";"1B28C4CA21648D318BC6DD3EF27BB1FA";" ";1;"Trusted"
"1014";"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-06-06)";"33554432";"7946B05A";"69CE88C46A7C829C6F54004DE93EFCEF";" ";0;"Not verified"
"1016";"Perfect Dark (Europe) (Debug Version) (2000-04-26)";"33554432";"B33C4A54";"AD2DE210A3455BA5EC541F0C78D91444";" ";1;"Trusted"
"1017";"Perfect Dark (USA) (Debug Version) (2000-03-22)";"33554432";"B568A9FE";"AA93F4DF16FCEADA399A749F5AD2F273";" ";1;"Trusted"
"1018";"Top Gear Rally 2 (Europe) (Beta) (1999-08-31)";"16777216";"3C77C5D6";"C33CD926E1E71F39F7238AF7B9E0DC5C";" ";1;"Trusted"
"1019";"Wipeout 64 (Europe) (Beta)";"16777216";"944B258F";"7260DA1CECD0D8844C5E29AA63476DEF";" ";1;"Trusted"
"1020";"Zelda no Densetsu - Toki no Ocarina (Japan) (Collector's Edition)";"33554432";"8C5B90C1";"0C13E0449A28EA5B925CDB8AF8D29768";"CZLJ ";1;"Trusted"
"1021";"SpaceStation Silicon Valley (USA) (Rev 1)";"8388608";"E32D9E7B";"F1F1C5E2B895DB63348BC738C0CDC645";"NSVE NUS-NSVE-USA";3;"Verified"
"1022";"Cruis'n World (Europe) (Rev 1)";"12582912";"EBAED1F9";"20DB5E4DDB0CD5B04C4BF09CDC95592F";" ";1;"Trusted"
"1023";"ECW Hardcore Revolution (Germany)";"33554432";"E9CF3D9F";"5D1E41AA28169E71B4919FA08F1ACD9B";" ";1;"Trusted"
"1024";"Mortal Kombat Trilogy (USA) (Beta) (1996-05-13)";"16777216";"EAB22C06";"B6A7B85C123DF4E0B9CC118578DBC9A2";" ";0;"Not verified"
"1025";"Madden NFL 99 (USA) (Rev 1)";"12582912";"56769A44";"5AD80A8EF44DEE1FDC456D66104165B4";"NUS-N9ME-USA NUS-01A-02";1;"Trusted"
"1026";"Top Gear Rally (Asia) (En)";"8388608";"C4BC4DF8";"50195216C8A37F9BD5B2105A40EE8D8F";"NGRX NUS-NGRX-ASM";1;"Trusted"
"1027";"International Superstar Soccer 2000 (USA) (En,Es) (Rev 1)";"16777216";"4C433FDD";"DE9498BE76134BD066AA714CE2C71A16";"NISE NUS-NISE-USA";1;"Trusted"
"1028";"Madden NFL 99 (USA) (Beta) (1998-08-05)";"16777216";"033A2CA6";"5F3D42D5F96191F3CE50D70E0E42127A";" ";1;"Trusted"
"1029";"Pokemon Snap (Japan) (Wii Virtual Console)";"16777216";"A761DAEF";"33FDAB9712D9FEA793A3AE44293999C3";" ";1;"Trusted"
"1030";"Ronaldinho's Soccer 64 (Brazil) (Unl) (Pirate)";"8388608";"C296ECA1";"14F1F43A0314C3E36D9D248E1F03EC2E";" ";1;"Trusted"
"1031";"Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1) (Wii Virtual Console)";"41943040";"991F569C";"55CD360F12BE8063C9E7B6F59F268170";" ";1;"Trusted"
"1032";"Aidyn Chronicles - The First Mage (USA) (Beta) (2000-02-10)";"33554432";"C46D84A0";"CD24763BECFA1D0053E5438B0EF5E75E";" ";0;"Not verified"
"1033";"Aidyn Chronicles - The First Mage (USA) (Beta) (2000-05-09)";"33554432";"ABD43F3F";"CC6EAE9ED582044CC27945684FD396CD";" ";0;"Not verified"
"1034";"Mission - Impossible (Spain) (Rev 1)";"12582912";"E1C470FD";"16A3143DC0E5FE6639F49DB7A51D24D4";"NUS-NMIS-ESP NUS-01A-02";1;"Trusted"
