size in Bytes
ID;Name;Size;CRC32;MD5;Serial;#Trusted;Status
"0330";"Jet Force Gemini (Europe) (En,Fr,De,Es)";"33554432";"CFBED88C";"BAAF237E71AA7526C9B2F01C08B68A53";"NJFP NUS-NJFP-EUR";1;"Trusted"
"0331";"Jet Force Gemini (USA)";"33554432";"6753D5A3";"772CC6EAB2620D2D3CDC17BBC26C4F68";"NJFE ";0;"Not verified"
"0332";"Jet Force Gemini (USA) (Demo) (Kiosk)";"33554432";"FA061B96";"5BBE9ADE7171F2E1DAAA7C48FAD38728";"NJDE DIS-NUS-NJDE-USA";0;"Not verified"
"0333";"Jikkyou G1 Stable (Japan)";"16777216";"0A796C3E";"878D8A26FD02FDB08200464CB6F566EF";"NGSJ NUS-NGSJ-JPN";1;"Trusted"
"0334";"Jikkyou J.League 1999 - Perfect Striker 2 (Japan)";"16777216";"2EF647D3";"1FB40EE386B58FEAB6CF29DDB33BCCCC";"NPSJ NUS-NPSJ-JPN";1;"Trusted"
"0335";"Jikkyou J.League Perfect Striker (Japan)";"8388608";"8ED60DEA";"58153AC5C4030D1BFD3C15CF57FB02E7";"NJPJ NUS-NJPJ-JPN";2;"Verified"
"0336";"Jikkyou Powerful Pro Yakyuu 2000 (Japan)";"16777216";"351CDE48";"23409668A6E6C4ECE7B5FB0B7D0E8F2C";"NPAJ NUS-NPAJ-JPN";1;"Trusted"
"0337";"Jikkyou Powerful Pro Yakyuu 2000 (Japan) (Rev 1)";"16777216";"753706EF";"B653C963ED8D3A749676810F07CFE4E5";"NPAJ NUS-NPAJ-JPN";1;"Trusted"
"0338";"Jikkyou Powerful Pro Yakyuu 4 (Japan)";"12582912";"480B953E";"FDA57F65EB159278223EB9D03267C27F";"NP4J NUS-NP4J-JPN";1;"Trusted"
"0339";"Jikkyou Powerful Pro Yakyuu 4 (Japan) (Rev 1)";"12582912";"40E3AC61";"B454490EB44F0978F009FA41DE8C478E";"NP4J NUS-NP4J-JPN";1;"Trusted"
"0340";"Jikkyou Powerful Pro Yakyuu 5 (Japan)";"16777216";"FEEC34F6";"E9F989E09E3F1519AEFE619889A4F710";"NJ5J NUS-NJ5J-JPN";1;"Trusted"
"0341";"Jikkyou Powerful Pro Yakyuu 6 (Japan)";"16777216";"1E53A7BA";"060D0313E23B660180441FCC7D24D7DB";"NP6J NUS-NP6J-JPN";1;"Trusted"
"0342";"Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan)";"16777216";"6A9E24D7";"7FC933A64884A382AA07605EA7204FF5";"NPEJ NUS-NPEJ-JPN";1;"Trusted"
"0343";"Jikkyou World Soccer - World Cup France '98 (Japan)";"16777216";"5C721850";"A05E7DB2409DEECCA36E48E9D931CACB";"NWSJ NUS-NWSJ-JPN";1;"Trusted"
"0344";"Jikkyou World Soccer - World Cup France '98 (Japan) (Rev 1)";"16777216";"68DBCC04";"538B54C2AAEA73FAA3A021D42A3225BE";"NWSJ NUS-NWSJ-JPN";1;"Trusted"
"0345";"Jikkyou World Soccer - World Cup France '98 (Japan) (Rev 2)";"16777216";"F63F9A5E";"2E5FD9303138E8F558BF67BB9E799960";"NWSJ NUS-NWSJ-JPN";1;"Trusted"
"0346";"Jikkyou World Soccer 3 (Japan)";"8388608";"3BA9E644";"EF0F425689586850A6F5796124B0C85B";"NJ3J NUS-NJ3J-JPN";1;"Trusted"
"0347";"Jikuu Senshi Turok (Japan)";"8388608";"E6BD65D5";"7B261247150C431DE55AB371E8B46EA8";"NTUJ NUS-NTUJ-JPN";1;"Trusted"
"0348";"Jinsei Game 64 (Japan)";"16777216";"67A1A22C";"68230D510015FF6817EF898C0B8B636C";"NJGJ NUS-NJGJ-JPN";1;"Trusted"
"0349";"John Romero's Daikatana (Europe) (En,Fr,De)";"16777216";"F88AC3CE";"7AB29C6AD2D8F4007D8213EB3411E0BD";"NDWP NUS-NDWP-EUR";1;"Trusted"
"0350";"John Romero's Daikatana (Japan)";"16777216";"44B80FD7";"57D31EA7121DD5A05B547225EFA5CFD7";"NDWJ NUS-NDWJ-JPN";1;"Trusted"
"0351";"John Romero's Daikatana (USA)";"16777216";"494950C6";"5B4C268422469F50B94779E655F2B798";"NDWE ";0;"Not verified"
"0352";"Kakutou Denshou - F-Cup Maniax (Japan)";"16777216";"DB40A155";"DFF0EFE2B35FCDE506D21B0C0BD373A5";"NFYJ NUS-NFYJ-JPN";1;"Trusted"
"0353";"Ken Griffey Jr.'s Slugfest (USA)";"16777216";"12D8F3E9";"EEC0FAB75AF59E9C23E6DE2132DE89FF";"NKJE ";0;"Not verified"
"0354";"Killer Instinct Gold (Europe)";"12582912";"5D0EE5D2";"C93D92F10A1A97D2BA87386BE7D178FD";"NKIP NUS-NKIP-EUR, NUS-NKIP-AUS";3;"Verified"
"0355";"Killer Instinct Gold (USA)";"12582912";"31C76BE7";"8E33AD20C31FEB61D7230FAD28846C5C";"NKIE ";0;"Not verified"
"0356";"Killer Instinct Gold (USA) (Rev 1)";"12582912";"49EF8F2B";"4C9B419DC583C0DF4AB908ADF83BFC65";"NKIE ";0;"Not verified"
"0357";"Killer Instinct Gold (USA) (Rev 2)";"12582912";"0B5B5DF8";"DD0A82FCC10397AFB37F12BB7F94E67A";"NKIE ";0;"Not verified"
"0358";"King Hill 64 - Extreme Snowboarding (Japan)";"12582912";"F120CC52";"CCA4E87EC206B5B65AEAB9531C0F275B";"NSBJ NUS-NSBJ-JPN";1;"Trusted"
"0359";"Kiratto Kaiketsu! 64 Tanteidan (Japan)";"12582912";"7FDC3784";"32257BFFFD9B2D680F582E148E9B0611";"N64J NUS-N64J-JPN";1;"Trusted"
"0360";"Kirby 64 - The Crystal Shards (Europe)";"33554432";"5B8B89EF";"A44B7A612964A6D6139D0426E569D9C9";"NK4P NUS-NK4P-EUR";2;"Verified"
"0361";"Kirby 64 - The Crystal Shards (USA)";"33554432";"20A1C120";"D33E4254336383A17FF4728360562ADA";"NK4E NUS-NK4E-USA";2;"Verified"
"0362";"Knife Edge - Nose Gunner (Europe)";"8388608";"B77783BE";"D31A94A5685A21A932CC886D64CC9B21";"NKEP NUS-NKEP-EUR";1;"Trusted"
"0363";"Knife Edge - Nose Gunner (Japan)";"8388608";"3BC93017";"436BA873E9466AAB237D9429348A5F70";"NKEJ NUS-NKEJ-JPN";1;"Trusted"
"0364";"Knife Edge - Nose Gunner (USA)";"8388608";"255EE1DD";"8043D829FCD4F8F72DD81E5C6DDE916F";"NKEE ";0;"Not verified"
"0365";"Knockout Kings 2000 (Europe)";"16777216";"58CE7D80";"E95D73FF55FBB63E79AA9EAB14608584";"NKKP NUS-NKKP-EUR";1;"Trusted"
"0366";"Knockout Kings 2000 (USA)";"16777216";"074690D6";"008B473841CE4D9AC050D55F99B4B5D4";"NKKE ";0;"Not verified"
"0367";"Kobe Bryant in NBA Courtside (Europe)";"12582912";"1355A826";"C6B01C020FDFD2E5C037C5A330B161AD";"NNBP NUS-NNBP-EUR";1;"Trusted"
"0368";"Kobe Bryant in NBA Courtside (USA)";"12582912";"86360BFB";"D37C79E4E4EABCB5DC6A07BD76688223";"NNBE ";0;"Not verified"
"0369";"Last Legion UX (Japan)";"12582912";"9DB99881";"EB11FC0797AE1107201C4601FEE5471A";"NLLJ NUS-NLLJ-JPN";1;"Trusted"
"0370";"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es)";"33554432";"9EAD1608";"13FAB67E603B002CEAF0EEA84130E973";"NZSP NUS-NZSP-EUR";2;"Verified"
"0371";"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1)";"33554432";"E2E6823D";"BECCFDED43A2F159D03555027462A950";"NZSP NZSP";1;"Trusted"
"0372";"Legend of Zelda, The - Majora's Mask (USA)";"33554432";"B428D8A7";"2A0A8ACB61538235BC1094D297FB6556";"NZSE NUS-NZSE-USA";2;"Verified"
"0373";"Legend of Zelda, The - Majora's Mask (USA) (Demo) (Kiosk)";"33554432";"DCC110A0";"8F281800FBA5DDCB1D2B377731FC0215";"NDLE C7";1;"Trusted"
"0374";"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De)";"33554432";"946FD0F7";"E040DE91A74B61E3201DB0E2323F768A";"NZLP NUS-NZLP-AUS";3;"Verified"
"0375";"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) (Rev 1)";"33554432";"A108F6E3";"D714580DD74C2C033F5E1B6DC0AEAC77";"NZLP NUS-NZLP-EUR";2;"Verified"
"0376";"Legend of Zelda, The - Ocarina of Time (USA)";"33554432";"CD16C529";"5BD1FE107BF8106B2AB6650ABECD54D6";"CZLE NUS-CZLE-USA";1;"Trusted"
"0377";"Legend of Zelda, The - Ocarina of Time (USA) (Rev 1)";"33554432";"3FD2151E";"721FDCC6F5F34BE55C43A807F2A16AF4";"CZLE NUS-CZLE-USA";1;"Trusted"
"0378";"Legend of Zelda, The - Ocarina of Time (USA) (Rev 2)";"33554432";"32120C23";"57A9719AD547C516342E1A15D5C28C3D";"CZLE ";1;"Trusted"
"0379";"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (Debug Version)";"67108864";"62F92704";"8CA71E87DE4CE5E9F6EC916202A623E9";"NZLE ";0;"Not verified"
"0380";"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)";"16777216";"C7D9B21C";"6310C7173385ED2B06020F3B90158E9E";"NLGP NUS-NLGP-EUR";1;"Trusted"
"0381";"LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)";"16777216";"4D1E1897";"26B5EAA13DC5B5E35307FE8C0CF5B6BA";"NLGE ";0;"Not verified"
"0382";"Let's Smash (Japan)";"12582912";"455A1770";"AEE5016E6D60D12AD768E9F6D10ADDE8";"NTSJ NUS-NTSJ-JPN";1;"Trusted"
"0383";"Lode Runner 3-D (Europe) (En,Fr,De,Es,It)";"8388608";"7148251D";"E62F4FDCC82C244BA9709E40756D9B62";"NLRP NUS-NLRP-FRA";1;"Trusted"
"0384";"Lode Runner 3-D (Japan)";"8388608";"1D4FB466";"D2BD8DD8C3BE1E8F0B8AE49206DBD7E5";"NLRJ NUS-NLRJ-JPN";1;"Trusted"
"0385";"Lode Runner 3-D (USA)";"8388608";"4EA07453";"D038813541589F0B3F1F900F4FD22C9B";"NLRE ";0;"Not verified"
"0386";"Lylat Wars (Australia) (En,Fr,De)";"12582912";"9A3425DA";"7A99628EDF0A6602D0C408F31B701435";"NFXU ";0;"Not verified"
"0387";"Lylat Wars (Europe) (En,Fr,De)";"12582912";"50A9C0B1";"884CCCA35CBEEDB8ED288326F9662100";"NFXP NUS-NFXP-EUR";3;"Verified"
"0388";"Mace - The Dark Age (Europe)";"12582912";"57DDEDE1";"523883A766C662E8377CD256755B27B4";"NMEP NUS-NMEP-EUR";1;"Trusted"
"0389";"Mace - The Dark Age (USA)";"12582912";"D2A363A6";"39A2BCA1C17CD4CF1A9F3AE2B725B5C6";"NMEE ";0;"Not verified"
"0390";"Madden Football 64 (Europe)";"12582912";"FAB3E50D";"67C96076459EB5F71733F39D7FCC76A3";"N8MP NUS-N8MP-EUR";1;"Trusted"
"0391";"Madden Football 64 (USA)";"12582912";"42E5FAFA";"903B912CE88626900221731224E9DBE8";"N8ME ";0;"Not verified"
"0392";"Madden NFL 2000 (USA)";"12582912";"EF5F997B";"955D19E26B4BA7CC941F86A54A0FC13D";"NMDE ";0;"Not verified"
"0393";"Madden NFL 2001 (USA)";"12582912";"245EAEE8";"441FA65FAA5C12339F89A0BB7DB43C8F";"NFLE ";0;"Not verified"
"0394";"Madden NFL 2002 (USA)";"12582912";"F573F107";"AD0F2EC565D7575FB37512BC8DF8A092";"N2ME ";0;"Not verified"
"0395";"Madden NFL 99 (Europe)";"12582912";"D0929942";"E7BF80861A0AB2A788959463D953B5D5";"N9MP NUS-N9MP-EUR";1;"Trusted"
"0396";"Madden NFL 99 (USA)";"12582912";"2EB64FC2";"507CEAB72EF2A1BF145BF190F5CE1C80";"N9ME ";0;"Not verified"
"0397";"Magical Tetris Challenge (Europe)";"16777216";"AF3B099E";"20E51B27E8098A9D101B44689014C281";"NMTP NUS-NMTP-UKV";1;"Trusted"
"0398";"Magical Tetris Challenge (Germany)";"16777216";"377F18E9";"E0992A90191BE4F1B2BA02258599334E";"NMTD ";0;"Not verified"
"0399";"Magical Tetris Challenge (USA)";"16777216";"22FE979C";"79FCC98002D1F4C79DEAF55784222DF8";"NMTE ";0;"Not verified"
"0400";"Magical Tetris Challenge featuring Mickey (Japan)";"16777216";"7EFB2F1E";"F1FF1F364C459701F42BEB8989675D44";"NMTJ NUS-NMTJ-JPN";1;"Trusted"
"0401";"Mahjong 64 (Japan)";"8388608";"DBE7D51A";"8AE2E8F0C356FEE638C8D908DCBB3381";"NMJJ NUS-NMJJ-JPN";1;"Trusted"
"0402";"Mahjong Hourouki Classic (Japan)";"12582912";"990A8E54";"E942A3EEB1EB572BADD6F705EB12A22C";"NMHJ NUS-NMHJ-JPN";1;"Trusted"
"0403";"Mahjong Master (Japan)";"8388608";"B68D596F";"CF0D228E8EFDF823A227979BB352DD5B";"NMMJ NUS-NMMJ-JPN";1;"Trusted"
"0404";"Major League Baseball featuring Ken Griffey Jr. (Australia)";"16777216";"E08F7578";"152B9939A5F50734D5401980028856B4";"NKGP NUS-NKGP-AUS";1;"Trusted"
"0405";"Major League Baseball featuring Ken Griffey Jr. (USA)";"16777216";"2EF1EA20";"764F22AD3D0F59667A7F083D2F789B31";"NKGE ";0;"Not verified"
"0406";"Mario Golf (Europe)";"33554432";"A5071A77";"55634FF90EE997790781F79A5B0097EE";"NMFP NUS-NMFP-EUR";2;"Verified"
"0407";"Mario Golf (USA)";"33554432";"2FC4C216";"903E6929666531D72D05D1E4C522E305";"NMFE ";1;"Trusted"
"0408";"Mario Golf 64 (Japan)";"33554432";"BB03A1A6";"CD87BA2998D63C13B4366EB2C54E1EB6";"NMFJ NUS-NMFJ-JPN";1;"Trusted"
"0409";"Mario Kart 64 (Europe)";"12582912";"FAA6B083";"8FAD1E4FA7BAF1443B7F21AD1947B429";"NKTP NUS-NKTP-AUS";1;"Trusted"
"0410";"Mario Kart 64 (Europe) (Rev 1)";"12582912";"0248F6C3";"2BB149A583FDEFEA96805F628FE42FD9";"NKTP NUS-NKTP-EUR, NKTP";3;"Verified"
"0411";"Mario Kart 64 (Japan)";"12582912";"5D9696DF";"BF964CECA78A13A82055EBDA80B95CCA";"NKTJ NUS-NMTJ-JPN";1;"Trusted"
"0412";"Mario Kart 64 (Japan) (Rev 1)";"12582912";"6CED6472";"60535265BAE43DDFCBDB0D71594B1693";"NKTJ NUS-NKTJ-JPN";2;"Verified"
"0413";"Mario Kart 64 (USA)";"12582912";"434389C1";"3A67D9986F54EB282924FCA4CD5F6DFF";"NKTE NUS-NKTE-USA-2";2;"Verified"
"0414";"Mario no Photopie (Japan)";"16777216";"176B3683";"7F4ED2AAF94A2197B0AD63C6ECE9DEA9";"NMPJ NUS-NMPJ-JPN";1;"Trusted"
"0415";"Mario Party (Europe) (En,Fr,De)";"33554432";"DA98A5D3";"9773150709BD804B8E57E35F1D6B0EED";"NLBP NUS-NLBP-EUR";1;"Trusted"
"0416";"Mario Party (Japan)";"33554432";"4F1ADC7B";"3F556CC3B3A996CD2F471FA0D992D529";"CLBJ NUS-CLBJ-JPN";1;"Trusted"
"0417";"Mario Party (USA)";"33554432";"4D60ABE5";"8BC2712139FBF0C56C8EA835802C52DC";"CLBE ";0;"Not verified"
"0418";"Mario Party 2 (Europe) (En,Fr,De,Es,It)";"33554432";"DC00357A";"F70112B652B0EE4856AF83F4E8005C31";"NMWP NUS-NMWP-EUR";2;"Verified"
"0419";"Mario Party 2 (Japan)";"33554432";"7457B081";"F23E4CD437465F3E725262253CF3EA59";"NMWJ NUS-NMWJ-JPN";1;"Trusted"
"0420";"Mario Party 2 (USA)";"33554432";"E58A1955";"04840612A35ECE222AFDB2DFBF926409";"NMWE ";0;"Not verified"
"0421";"Mario Party 3 (Europe) (En,Fr,De,Es)";"33554432";"813B13F2";"8E62EC6FBE3CC9FF6284191C9C88E68F";"NMVP NUS-NMVP-EUR";1;"Trusted"
"0422";"Mario Party 3 (Japan)";"33554432";"3FC04053";"ED99F330CE7A2638AB13351012EEB86B";"NMVJ NUS-NMVJ-JPN";1;"Trusted"
"0423";"Mario Party 3 (USA)";"33554432";"B7445DDC";"76A8BBC81BC2060EC99C9645867237CC";"NMVE ";0;"Not verified"
"0424";"Mario Story (Japan)";"41943040";"BD60CA66";"DF54F17FB84FB5B5BCF6AA9AF65B0942";"NMQJ NUS-NMQJ-JPN";4;"Verified"
"0425";"Mario Tennis (Europe)";"16777216";"29AA5DF4";"FFF9B3E22ABB9B60215DAFB13AD5A4DE";"NM8P NUS-NM8P-EUR";1;"Trusted"
"0426";"Mario Tennis (USA)";"16777216";"4E9560F6";"759358FAD1ED5AE31DCB2001A07F2FE5";"NM8E ";0;"Not verified"
"0427";"Mario Tennis 64 (Japan)";"16777216";"C665301D";"8EB1C2443D0B2E6EDA52A4EEA66D6C35";"NM8J NUS-NM8J-JPN";2;"Verified"
"0428";"Mega Man 64 (USA)";"33554432";"1BFC71F0";"3620674ACB51E436D5150738AC1C0969";"NM6E ";0;"Not verified"
"0429";"Mia Hamm Soccer 64 (USA) (En,Es)";"16777216";"2DB3D3D6";"A4039368E0472C68E3072C02C7A80F94";"NHME ";0;"Not verified"
"0430";"Michael Owen's WLS 2000 (Europe)";"16777216";"BB680CBE";"892222CC4BAF9958405D20BC492175BF";"NWKX NUS-NWKX-UKV";1;"Trusted"
"0431";"Mickey no Racing Challenge USA (Japan)";"33554432";"1AECFC56";"288A514E98972BF9D329167AA29E66B6";"NMLJ NUS-NMLJ-JPN";1;"Trusted"
"0432";"Mickey's Speedway USA (Europe) (En,Fr,De,Es,It)";"33554432";"0AE51EA5";"5BA3DC37860C08A209F24286B8DFEC8C";"NMLP NUS-NMLP-EUR";1;"Trusted"
"0433";"Mickey's Speedway USA (USA)";"33554432";"2D4F8F1B";"0BF64427CF68E49C70E9EC2C9D815209";"NMLE ";0;"Not verified"
"0434";"Micro Machines 64 Turbo (Europe) (En,Fr,De,Es,It)";"12582912";"10B9FF1F";"9A8465E302263D635557A14AA197FE3C";"NV3P NUS-NV3P-EUR";1;"Trusted"
"0435";"Micro Machines 64 Turbo (USA)";"12582912";"A62A2763";"74EB415E16C333B252847A8E09432FD9";"NV3E ";0;"Not verified"
"0436";"Midway's Greatest Arcade Hits - Volume 1 (USA)";"4194304";"E5C1FEDC";"2B86775EA4D848202E4F4A39C33571CA";"NAIE ";0;"Not verified"
"0437";"Mike Piazza's Strike Zone (USA)";"12582912";"CC253CAB";"EB1908E51C8D10AF8B9CAF77797BFE00";"NMBE ";0;"Not verified"
"0438";"Milo's Astro Lanes (Europe)";"4194304";"C08CE624";"43B02AF2789990A14F77CE020E6F135C";"NBRP NUS-NBRP-EUR";1;"Trusted"
"0439";"Milo's Astro Lanes (USA)";"4194304";"172FCA97";"4F256146BAC4A3DDE5AD0D5F9C909251";"NBRE ";0;"Not verified"
"0440";"Mischief Makers (Europe)";"8388608";"68A4F072";"EB3B078A74D4DC827E1E79791004DFBB";"NTMP NUS-NTMP-EUR";1;"Trusted"
"0441";"Mischief Makers (USA)";"8388608";"7D222D3F";"495A9BFFD6620BE43225DB7133373FC5";"NTME ";0;"Not verified"
"0442";"Mission - Impossible (Europe)";"12582912";"2C7131D6";"599B5D40B51F53C2C9A909E0139702FC";"NMIP NUS-NMIP-UKV";2;"Verified"
"0443";"Mission - Impossible (France)";"12582912";"282A350D";"FD0C0E8C523437F9B6B630E369FDFC69";"NMIF ";0;"Not verified"
"0444";"Mission - Impossible (Germany)";"12582912";"67C30A2D";"4111482C92EE806484AAA2C210893A52";"NMID NUS-NMID-NOE";1;"Trusted"
"0445";"Mission - Impossible (Italy)";"12582912";"2D789D98";"66C7EB8148E0714B5A71F5717DFF8642";"NMII NUS-NMII-ITA";1;"Trusted"
"0446";"Mission - Impossible (Spain)";"12582912";"EBB060DC";"D1BA3B1899576A4B67908ABB6544D75A";"NMIS NUS-NMIS-ESP";1;"Trusted"
"0447";"Mission - Impossible (USA)";"12582912";"3677A8B8";"EEBDFBD7CB57202D70CFFFCAAF55E93E";"NMIE NUS-NMIE-USA";1;"Trusted"
"0448";"Monaco Grand Prix (USA)";"16777216";"E2BBEAC1";"4FF9589A3224AAA46E9877D6B25E68E3";"NMGE ";0;"Not verified"
"0449";"Monaco Grand Prix - Racing Simulation 2 (Europe) (En,Fr,Es,It)";"16777216";"3F5E5830";"C93A17D130B96FBA27A0E959CAB2A450";"NMGP NUS-NMGP-UKV";1;"Trusted"
"0450";"Monopoly (USA)";"8388608";"C8CAD8F6";"D51506EDB0A941A00EB45850703B32CB";"NMOE ";0;"Not verified"
"0451";"Monster Truck Madness 64 (Europe) (En,Fr,De,Es,It)";"8388608";"4731DF5C";"E3B408997D7DB91F8219F168C6D57D26";"NM3P NUS-NM3P-EUR";2;"Verified"
"0452";"Monster Truck Madness 64 (USA)";"8388608";"3FD0604D";"514D61D3B3D5E6326869783EB2E84A00";"NM3E ";0;"Not verified"
"0453";"Morita Shougi 64 (Japan)";"8388608";"88C83511";"462B9C4F38758C2E558312AC60DF2B91";"NMSJ NUS-NMSJ-JPN";1;"Trusted"
"0454";"Mortal Kombat 4 (Europe)";"16777216";"635ADECA";"264B82F0FC2431D6EEFDE9C9F3ED7596";"NM4P NUS-NM4P-EUR";1;"Trusted"
"0455";"Mortal Kombat 4 (USA)";"16777216";"B7F46516";"C70B91430866300CE38B49098019EF9D";"NM4E ";1;"Trusted"
"0456";"Mortal Kombat Mythologies - Sub-Zero (Europe)";"16777216";"EA21015A";"38A82A56AE61A4D354C6A26E64D25E1C";"NMYP NUS-NMYP-SCN";1;"Trusted"
"0457";"Mortal Kombat Mythologies - Sub-Zero (USA)";"16777216";"51A07FD9";"DEEC4FAEC416F4E02D934C2E42C0CAAD";"NMYE ";0;"Not verified"
"0458";"Mortal Kombat Trilogy (Europe)";"12582912";"BC04C62F";"7A558BBAD8CE8828414A9CF3B044A87D";"NMKP NUS-NMKP-UKV";1;"Trusted"
"0459";"Mortal Kombat Trilogy (USA)";"12582912";"50A99D60";"9B7F29AAB911D6753F2011C48DA752BF";"NMKE ";0;"Not verified"
"0460";"Mortal Kombat Trilogy (USA) (Rev 2)";"12582912";"0F323D00";"3DCB15043063BD656A0223C519218CFB";"NMKE ";0;"Not verified"
"0461";"MRC - Multi-Racing Championship (Europe) (En,Fr,De)";"12582912";"BC966B10";"0054B7FC0C2ACBED650EFE727CDBA472";"NMRP NUS-NMRP-SCN";1;"Trusted"
"0462";"MRC - Multi-Racing Championship (Japan)";"12582912";"BEA43300";"8E18064A2C4B3EC15A20C3D676644B3A";"NMRJ NUS-NMRJ-JPN";1;"Trusted"
"0463";"MRC - Multi-Racing Championship (USA)";"12582912";"1DC1C812";"FC61D60F2C6FE4610F70CE4949A7A062";"NMRE NUS-NMRE-USA";1;"Trusted"
"0464";"Ms. Pac-Man - Maze Madness (USA)";"12582912";"E34C7060";"08BEA3310E778A6584EB64CD3F15F86E";"NP9E ";0;"Not verified"
"0465";"Mystical Ninja 2 Starring Goemon (Europe) (En,Fr,De)";"16777216";"3502DBBE";"E6B5C17B7BBBB7C432B3506C085D16C4";"NGMP NUS-NGMP-EUR";1;"Trusted"
"0466";"Mystical Ninja Starring Goemon (Europe)";"16777216";"3BD9059A";"698930C7CCD844673D77FFECCB3DD66E";"NG5P NUS-NG5P-EUR, NUS-NG5P-EUU";2;"Verified"
"0467";"Mystical Ninja Starring Goemon (USA)";"16777216";"4180C296";"643CCE1AB06F97E9590241D27E5C2363";"NG5E NUS-NG5E-USA";1;"Trusted"
"0468";"Nagano Winter Olympics '98 (Europe)";"12582912";"C44DE11C";"B935B87F3DCCA8AEEB6A9365124846DC";"NH5P NUS-NH5P-EUR";1;"Trusted"
"0469";"Nagano Winter Olympics '98 (USA)";"12582912";"EE8288D4";"C17F78A103D99B21533F0C1566378EF6";"NH5E ";0;"Not verified"
"0470";"Namco Museum 64 (USA)";"4194304";"CE361F92";"E61251D2819E3BF3A9C0B95329F60F70";"NNME ";0;"Not verified"
"0471";"NASCAR 2000 (USA)";"12582912";"02BF7C2D";"45FEB0FBBEC6CB48FF21DEAE176E9B6B";"NN2E ";0;"Not verified"
"0472";"NASCAR 99 (Europe) (En,Fr,De)";"12582912";"76E79CEA";"15A87A6D01DBA1A7C4375FFBC1214BB8";"N9CP NUS-N9CP-EUR";1;"Trusted"
"0473";"NASCAR 99 (USA)";"12582912";"3D8EB950";"DC5F1A814C8423B4B43F71C229D65A84";"N9CE ";0;"Not verified"
"0474";"NBA Courtside 2 featuring Kobe Bryant (USA)";"16777216";"A7CC4CE2";"73BB54FFD3C0FC71F941D9A8CC57E2A1";"NCKE ";0;"Not verified"
"0475";"NBA Hangtime (Europe)";"12582912";"7E6D00AE";"62365463743857CFC823978E0E590D84";"NXGP NUS-NXGP-EUR";1;"Trusted"
"0476";"NBA Hangtime (USA)";"12582912";"714CF532";"DC15FCBEAE0F1FEF7BEE141D77BB25A0";"NXGE ";0;"Not verified"
"0477";"NBA in the Zone '98 (Japan)";"12582912";"AED2700A";"4C7A2F4881EACA75DC2FC36673AE2A20";"NBAJ NUS-NBAJ-JPN";1;"Trusted"
"0478";"NBA in the Zone '98 (USA)";"12582912";"A245D737";"BBB48BE198089A26050C84FE5B7B8BD5";"NBAE ";0;"Not verified"
"0479";"NBA in the Zone '99 (USA)";"12582912";"EAB083B8";"6CBF4014C053E16852A3DB80AEB4C853";"NB2E ";0;"Not verified"
"0480";"NBA in the Zone 2 (Japan)";"12582912";"41093B73";"F8F87AEB2C537C9CB2E9913050BFC928";"NB2J NUS-NB2J-JPN";1;"Trusted"
"0481";"NBA in the Zone 2000 (Europe)";"16777216";"A4973197";"4244CC48674C26BD848718C05688F821";"NWZP NUS-NWZP-UKV";1;"Trusted"
"0482";"NBA in the Zone 2000 (USA)";"16777216";"CBB4B730";"1942833AC1A71BE8BAE74BBDFD6DE278";"NWZE ";0;"Not verified"
"0483";"NBA Jam 2000 (Europe)";"16777216";"9F95485E";"604FEB17258044A3E6C3AA9D2C5B62F9";"NJAP NUS-NJAP-EUR";2;"Verified"
"0484";"NBA Jam 2000 (USA)";"16777216";"163DADF9";"AFECC9A2DF7B1A66A6B7AB3AA8B4BD2E";"NJAE ";0;"Not verified"
"0485";"NBA Jam 99 (Europe)";"12582912";"90E4275B";"BE72BE370BC0A76D403FF2B9ED2A9173";"NB9P NUS-NB9P-EUR";1;"Trusted"
"0486";"NBA Jam 99 (USA)";"12582912";"559CD6B1";"ADBE5CA10F659AF2BE712038E8522704";"NB9E ";0;"Not verified"
"0487";"NBA Live 2000 (Europe) (En,Fr,De,Es)";"16777216";"0E4B944C";"7FEC099D1A989D5222D3F9E1A7770404";"NNLP NUS-NNLP-EUR";1;"Trusted"
"0488";"NBA Live 2000 (USA) (En,Fr,De,Es)";"16777216";"7C3BC95E";"FC47F85CC501C8C5BD9D0CA4DB48258F";"NNLE ";0;"Not verified"
"0489";"NBA Live 99 (Europe) (En,Fr,De,Es,It)";"16777216";"A316DF37";"226C19C8759314AC740420DDC3A34EB4";"N9BP NUS-N9BP-SCN";1;"Trusted"
"0490";"NBA Live 99 (USA) (En,Fr,De,Es,It)";"16777216";"9BE0A7AC";"DBE79AE6531B491B8F8EE8B2B814D665";"N9BE ";0;"Not verified"
"0491";"NBA Pro 98 (Europe)";"12582912";"04B75CCC";"A4111A6CDDBDE0A45489106F0DF0CA2B";"NBAP NUS-NBAP-UKV";1;"Trusted"
